"","Name.ID","Name.Alias.es.","Vent.Sites","Activity","Maximum.Temperature","Max.Temperature.Category","Latitude","Longitude","Ocean","Region","National.Jurisdiction","Maximum.or.Single.Reported.Depth","Minimum.Depth","Tectonic.setting","Full.Spreading.Rate..mm.a.","Notes.on.Vent.Field.Description","Notes.Relevant.to.Biology","Year.and.How.Discovered..if.active..visual.confirmation.is.listed.first.","Discovery.References..text.","Other.References..text."
"11","Piip Submarine Volcano","Piyp","North Peak, South Peak","active, confirmed",133,"",55.4167,167.2717,"N. Pacific","Aleutian Arc, western","Russia",500,382,"arc volcano",NA,"depth: 382 m (North Peak), 450-500 m (South Peak); hydrothermally active seamount; two shallow summit craters; several active vents and silica, anhydrite, calcite, barite mounds and chimneys with minor pyrite; black smokers at northern cone; tectonic setting alternatively listed as seamount adjacent to back-arc spreading center or fore-arc volcano","Vesicomyidae and non-endemics; bacterial mats","1990 Mir submersible; 1981 R/V ""Vulcanolog"" cruise; 1987 (or 1986) echo-sounder fluid discharge","Taran et al. (1992) Isotopic composition of mineral precipitates and free gas associated with hydrothermal vents of Piip submarine volcano, Bering Sea. Geochem. J. 26: 291-297.","[Bogdanova et al. (1990) Hydrothermal deposits from Piip submarine volcano, Komandorskii Basin. Volc Seism, 11: 354-373 (English translation)], [Sagalevitch et al. (1992) Hydrothermal manifestations of the submarine Piip's volcano. Izvestiya RAN, Ser. Geol. 9: 104-114], [Sagalevitch et al. Internat. Geol. Rev. 34, 1200-1209, 1992], Glasby, GP et al. (2006) Submarine hydrothermal activity and mineralization on the Kurile and western Aleutian island arcs, N.W. Pacific. Mar Geol 231(1-4): 163-180."
"12","Kagamil Island","","","active, confirmed",37,"",52.98,-169.72,"N. Pacific","Aleutian Arc, western","United States",5,NA,"arc volcano",NA,"Coastal Alaska; ""Armed with a thermometer and bottles to collect water samples, Jewett cautiously approached one of the hydrothermal openings. The water above the vent was 100 degrees Fahrenheit"" (http://www.uaf.edu/aurora/archives/fall-2008/sfos/aurora_f2008_sfos.pdf); Global Volcanism Program profile, accessed 1 June 2015: ""Hot springs and fumaroles occur along a steaming beach at the SE coast""; Aleutian Arc transition from oceanic to continental at 164 W","The divers found Beggiatoa, sulfur dependent bacteria, growing directly above the vents. A few feet away the divers found the same creatures as in other areas — sea urchins, anemones, sponges and other organisms — seemingly unaffected by the high water temperature and gases. The divers discovered what they believe to be a previously unknown family of kelp in the same area. The new kelp is called golden V. It was found in only two places in the region of the hydrothermal vents (http://www.uaf.edu/aurora/archives/fall-2008/sfos/aurora_f2008_sfos.pdf)","2007 SCUBA","Stephens (2008) New discoveries in the Aleutians. Univ. Alaska Fairbanks Aurora (http://www.uaf.edu/aurora/archives/fall-2008/sfos/aurora_f2008_sfos.pdf).","Kawai et al. (2008) MORPHOLOGY AND MOLECULAR PHYLOGENY OF AUREOPHYCUS ALEUTICUS GEN. ET SP. NOV. (LAMINARIALES, PHAEOPHYCEAE) FROM THE ALEUTIAN ISLANDS. J. Phycol. 44: 1013–1021."
"13","Central Andaman Trough, rift valley, dredges 9 and 10","","","active, inferred",NA,"",10.4166,94.1666,"Indian","Andaman Basin","India  :  Andaman and Nicobar",3350,2950,"back-arc spreading center",39.5,"depth range approximate; lat/lon approximate; Rao et al. (1996): ""The spreading ridge comprises of an inactive northeastern segment and an active southwestern segment. Sampling in the rift valley of the active ridge segment and in a crater of a seamount yielded volcanic rocks which contain vent-like features, broken parts of chimney structures and rocks with disseminate and vein-type metal sulphides. These assemblages, together with the presence of pyrite dusters in the form of rods and irregular lumps in the sediments, are interpreted as evidence for hydrothermal activity in the region, related to backarc spreading and associated volcanism""","","1994 deposits only","(deposits only) P S Rao, K A K Raju, T Ramprasad, B N Nath, B R Rao, C M Rao, R R Nair (1996) Evidence for hydrothermal activity in the Andaman Backarc Basin. Current Science 70: 379-385.",""
"14","Central Andaman Trough, seamount crater, dredge 6","","","active, inferred",NA,"",10,94,"Indian","Andaman Basin","India  :  Andaman and Nicobar",1640,NA,"back-arc spreading center",39.5,"lat/lon approximate; off-axis seamount;  Rao et al. (1996): ""The spreading ridge comprises of an inactive northeastern segment and an active southwestern segment. Sampling in the rift valley of the active ridge segment and in a crater of a seamount yielded volcanic rocks which contain vent-like features, broken parts of chimney structures and rocks with disseminate and vein-type metal sulphides. These assemblages, together with the presence of pyrite dusters in the form of rods and irregular lumps in the sediments, are interpreted as evidence for hydrothermal activity in the region, related to backarc spreading and associated volcanism""","","1994 deposits only","(deposits only) P S Rao, K A K Raju, T Ramprasad, B N Nath, B R Rao, C M Rao, R R Nair (1996) Evidence for hydrothermal activity in the Andaman Backarc Basin. Current Science 70: 379-385.",""
"15","Pulau Weh","Banda Aceh, BA, Jaboi","","active, confirmed",NA,"Low",5.8166,95.3,"N. Pacific","Banda/Sunda Arc","Indonesia",8,NA,"arc volcano",NA,"shallow submarine hot springs within marine protected area designated in 1982 (location from http://www.mpaglobal.org/), description from scuba website (http://mythasia.com/): ""It is a unique experience to descent into a wall of bubbles coming up from the sandy bottom. There are many cracks in the seabed large enough to fit a diver and the water bubbling up is hot, over 50°C."", videos available at YouTube, e.g., https://www.youtube.com/watch?v=kgVyJiJj_w0, accessed 1 June 2015","","1982 or earlier, likely by SCUBA","NEED CITATION.","McConachy, T. F., H. Permana, R. A. Binns, I. Zulkarnain, J. M. Parr, C. J. Yeats, N. D. Hananto, B. Priadi, S. Burhanuddin, and E. P. Utomo (2004) Recent Investigations of Submarine Hydrothermal Activity in Indonesia. PACRIM 2004, Adelaide, SA, 19-22 September 2004, 161- 172."
"16","Banda Api","","red vent, ""clear"" vent","active, confirmed",NA,"Low",-4.525,129.871,"S. Pacific","Banda/Sunda Arc","Indonesia",3,NA,"arc volcano",NA,"Heikoop et al. (1996): 60 C at 10-20 cm below sediment surface","note: the hydrothermal vents are considered a ""natural disturbance"" to the coral reefs in this area (Tomascik et al. 1997)","1993 SCUBA","Heikoop et al. (1996) Corals as Proxy Recorders of Volcanic Activity: Evidence from Banda Api, Indonesia. Palaios 11: 286-292.","Tomascik et al. (1997) The ecology of the Indonesian Seas. Part one. Periplus Editions."
"17","Manuk Island","","","active, confirmed",NA,"Low",-5.53,130.292,"S. Pacific","Banda/Sunda Arc","Indonesia",2,NA,"arc volcano",NA,"location and depth approximate, pending data for depth range; http://divehappy.com/indonesia/manuk-the-other-island-of-the-sea-snakes/, accessed 26 May 2015: ""You can smell the stench of sulphur as the liveaboard gets near to Manuk... There are hot rocks in the shallows too, ...where the warmth from the volcano bubbles up through into the water""; featured in Jonathan Bird's Blue World ""Sea Snake Island"" episode, e.g., see hydrothermal vent at 7:15 and bubbles at 7:30 in https://www.youtube.com/watch?v=0rqcigdJi3o, accessed 26 May 2015; not to be confused with ""Manuk thermal area"" of Papandayan volcano; relatively near this database record, potential new listing for shallow submarine hydrothermal vent field associated with Serua volcano (synonym Legatala) (https://volcano.si.edu/volcano.cfm?vn=265070) 6.312°S, 130.017°E;","","NotProvided","NotProvided",""
"18","Krakatau","Sunda Strait, SS/KR, Sunda Strait/Krakatau","","active, inferred",NA,"",-6.102,105.423,"S. Pacific","Banda/Sunda Arc","Indonesia",250,NA,"arc volcano",NA,"location from Global Volcanism Program; McConachy et al. (2004): ""Subdued evidence of hydrothermal activity was found in the Sunda Strait associated with the famous Krakatau volcano and the extension of the seismically active Semangko Fault"", ""The seawater column within the Krakatau caldera is 5°C to 8°C warmer, slightly less saline and more turbid than water elsewhere at these depths in the Sunda Strait, indicating that Krakatau is hydrothermally active""; 7 July 2012 news release, http://www.volcanodiscovery.com/krakatau/news/10294/Anak-Krakatau-volcano-Indonesia-activity-update-lava-dome-has-disappeared-new-hydrothermal-vents.html, accessed 2 June 2015: ""a number (at least 4) areas with apparent submarine hydrothermal iron-bearing vents were observed that had not been there last year. In these areas, bubbling could be seen in the water, and where accessible, iron-rich greenish warm mud was found at the sea floor, which oxidized to orange when brought to the surface. The sea water around these areas had an intense yellow stain. Very similar submarine activity is known from around Nea Kameni island, Santorini.""","","2002 CTD/transmissometer and dredge only","(plume and dredge only) McConachy, T. F., H. Permana, R. A. Binns, I. Zulkarnain, J. M. Parr, C. J. Yeats, N. D. Hananto, B. Priadi, S. Burhanuddin, and E. P. Utomo (2004) Recent Investigations of Submarine Hydrothermal Activity in Indonesia. PACRIM 2004, Adelaide, SA, 19-22 September 2004, 161- 172.","McConachy et al., AOGS abstract, The Management of Minerals and Biological Resources Associated With Submarine Hydrothermal Systems in Indonesia (http://www.asiaoceania.org/abstract/oa/58-OA-A3026.pdf)."
"19","Komba-ridge","Komba, KO","","active, inferred",NA,"",-7.98,123.8,"S. Pacific","Banda/Sunda Arc","Indonesia",1000,NA,"arc volcano",NA,"depth approximate (GEBCO); McConachy et al., AOGS abstract: ""Elsewhere in Indonesia, the Bandamin program has also discovered sulfide minerals at the Komba submarine site in the Banda Sea."";  Smithsonian Global Volcanism Program subaerial volcano 264260 Batu Tara is located northwest of the research area; relatively near this database record, potential new listing for shallow submarine hydrothermal vent field associated with Sirung volcano (https://volcano.si.edu/volcano.cfm?vn=264270) 8.508°S, 124.13°E;","","2001 CTD temperature anomaly and dredged sulfides","BANDAMIN I cruise (http://userpage.fu-berlin.de/~rohstoff/Research/BANDAMIN.html)","McConachy et al., AOGS abstract, The Management of Minerals and Biological Resources Associated With Submarine Hydrothermal Systems in Indonesia (http://www.asiaoceania.org/abstract/oa/58-OA-A3026.pdf), [HALBACH, P., et al. (2005): Mariner Hydrothermalismus und assoziierte Erzbildung im Sunda-Banda-Inselbogen (Flores Sea, Indonesien), B. Pracejus (Ed.). Abschlussbericht des deutsch-indonesischen BANDAMIN/ KOMBAMIN-Verbundprojektes. BMBF, pp. 53.], McConachy, T. F., H. Permana, R. A. Binns, I. Zulkarnain, J. M. Parr, C. J. Yeats, N. D. Hananto, B. Priadi, S. Burhanuddin, and E. P. Utomo (2004) Recent Investigations of Submarine Hydrothermal Activity in Indonesia. PACRIM 2004, Adelaide, SA, 19-22 September 2004, 161- 172."
"20","Sangeang Island","","","active, confirmed",96,"",-8.13,119.09,"S. Pacific","Banda/Sunda Arc","Indonesia",2,0,"arc volcano",NA,"position approximate; Huber et al. (1991): ""shallow submarine hot springs (depth 0 to 2 m; T = 75 to 96 C) at the beach of Sangeang Island, about 7 km to the north of Kelapa village""; http://www.starfish.ch/dive/Komodo.html#Sangeang, accessed 9 June 2015: ""Black Forest (Hot rocks): This dive site on the north east of the island really makes you realize what it means to dive at an active volcano! There is an area with bubbles rising from warm black sand, the water at some places is really hot""","Huber et al. (1991): hyperthermophilic archaeal and bacterial isolates","1991 or earlier, from beach","NotProvided","Huber, G., et al. (1991) Hyperthermophilic archaea and bacteria occurring within Indonesian hydrothermal areas. System. Appl. Microbiol., 14, 397-404."
"21","Matupi Harbour, Rabaul caldera, New Britain Island","Matupi Harbor, Matupit Bay","","active, confirmed",NA,"NotProvided",-4.27,152.2,"S. Pacific","Bismarck Arc","Papua New Guinea",30,0,"arc volcano",NA,"Coastal Papua New Guinea; Studt (1961): ""The most striking hydrothermal feature is the complete absence of hot springs more than a foot or two above sea level. The springs occur typically along the shoreline between high- and low-water levels, ...there are many parts of the Matupi-Rapindik shore-line where bubbling and upwelling of hot   water can be seen""; Ferguson & Lambert (1972) sampled sediments and fluids","see Tarasov et al. (1999)","1961 or earlier intertidal","Studt, F. E. (1961) Preliminary survey of the hydrothermal field at Rabaul, New Britain. New Zealand Journal of Geology and Geophysics, 4:3, 274-282, DOI:10.1080/00288306.1961.10423128., [Ferguson & Lambert, Econ. Geol., 67, 25-37, 1972, Volcanic Exhalations and Metal Enrichments at Matupi Harbor, New Britain, T.P.N.G.]","Tarasov, V.G., et al. (1999) Effect of shallow-water hydrothermal venting on the biota of Matupi Harbor (Rabaul Caldera, New Britain Island, Papua-New Guinea). Cont. Shelf Res. 19, 79-116."
"22","Hook Ridge","HR, Bransfield Strait, 62 11'S","","active, confirmed",NA,"Low",-62.194,-57.2745,"Southern","Bransfield Strait","Antarctica",1080,1050,"back-arc spreading center",10,"Klickhammer et al. (2001): ""...‘crater site’ near the summit of Hook Ridge is an unusual area dominated by hydrothermal flux through a thin sediment layer.""; Klickhammer et al. (1996): ""Every major volcanic structure in both the Central and Eastern Basins was surveyed, and evidence of hydrothermal activity was found in both basins. The strongest signals were observed in the Central Basin (figure 1) along Hook Ridge (SL24), the Middle Ridge of the Three Sisters (SL26), and the Little Volcano (SL27). ... Hydrothermal activity occurs along a linear but discontinuous neovolcanic ridge that runs between Deception Island and Bridgeman Island in the Central Basin and continues northeast of Bridgeman Island in the Eastern Basin.""; water column particle, helium and temperature anomalies","1999 photographs lacked typical MOR fauna; 2001 collected siboglinid Sclerolinum n. sp. with multicorer","1997 hot sediment; 1995 plume only; 1999 even hotter sediment","(plume only) C.S. Chin, et al., Hydrothermal activity in a nascent backarc basin: the Bransfield Strait. EOS Trans. Am. Geophys. Union 77 (1996), p. F413, Klinkhammer et al. (1996) Hydrothermal and hydrographic surveys of the Bransfield Strait: Results from cruise NBP95-07. ANTARCTIC JOURNAL — REVIEW 1996: 92-94, G.P. Klinkhammer, et al., Discovery of hydrothermal vent-sites in Bransfield Strait, Antarctica. EOS Trans. Am. Geophys. Union 80 (1999), p. F1174, Bohrmann et al. (1999) Hydrothermal activity at Hook Ridge in the Central Bransfield Basin, Antarctica. Geo-Marine Letters 18: 277-284, DOI 10.1007/s003670050080, Klinkhammer, GP et al. (2001) Discovery of new hydrothermal vent sites in Bransfield Strait, Antarctica. EPSL 193(3): 395-407.","Petersen et al. (2004) Hydrothermal precipitates associated with bimodal volcanism in the Central Bransfield Strait, Antarctica. Mineralium Deposita 39: 358-379, DOI 10.1007/s00126-004-0414-3, Sahling, H et al. (2005) The physicochemical habitat of Sclerolinum sp. at Hook Ridge hydrothermal vent, Bransfield Strait, Antarctica. L&O 50(2): 598-606."
"23","Three Sisters, Middle Sister","Middle Sister Ridge, MS","","active, inferred",NA,"",-62.642,-58.9833,"Southern","Bransfield Strait","Antarctica",1040,NA,"back-arc spreading center",10,"Klickhammer et al. (1996): ""Every major volcanic structure in both the Central and Eastern Basins was surveyed, and evidence of hydrothermal activity was found in both basins. The strongest signals were observed in the Central Basin (figure 1) along Hook Ridge (SL24), the Middle Ridge of the Three Sisters (SL26), and the Little Volcano (SL27). ... Hydrothermal activity occurs along a linear but discontinuous neovolcanic ridge that runs between Deception Island and Bridgeman Island in the Central Basin and continues northeast of Bridgeman Island in the Eastern Basin.""; water column particle, helium and temperature anomalies; Bransfield Strait ""rifted continental margin""","1999 photographs lacked typical MOR fauna","1995 plume only; 1999 still had no visual confirmation","(plume only) C.S. Chin, et al., Hydrothermal activity in a nascent backarc basin: the Bransfield Strait. EOS Trans. Am. Geophys. Union 77 (1996), p. F413, Klinkhammer et al. (1996) Hydrothermal and hydrographic surveys of the Bransfield Strait: Results from cruise NBP95-07. ANTARCTIC JOURNAL — REVIEW 1996: 92-94, G.P. Klinkhammer, et al., Discovery of hydrothermal vent-sites in Bransfield Strait, Antarctica. EOS Trans. Am. Geophys. Union 80 (1999), p. F1174, Klinkhammer, GP et al. (2001) Discovery of new hydrothermal vent sites in Bransfield Strait, Antarctica. EPSL 193(3): 395-407.","Petersen et al. (2004) Hydrothermal precipitates associated with bimodal volcanism in the Central Bransfield Strait, Antarctica. Mineralium Deposita 39: 358-379, DOI 10.1007/s00126-004-0414-3."
"24","Little Volcano","","","active, inferred",NA,"",-62.75,-59.25,"Southern","Bransfield Strait","Antarctica",1500,NA,"back-arc spreading center",10,"location and depth approximate; Klickhammer et al. (1996): ""Every major volcanic structure in both the Central and Eastern Basins was surveyed, and evidence of hydrothermal activity was found in both basins. The strongest signals were observed in the Central Basin (figure 1) along Hook Ridge (SL24), the Middle Ridge of the Three Sisters (SL26), and the Little Volcano (SL27). ... Hydrothermal activity occurs along a linear but discontinuous neovolcanic ridge that runs between Deception Island and Bridgeman Island in the Central Basin and continues northeast of Bridgeman Island in the Eastern Basin.""; note: Klickhammer et al. (2001) paper says no activity at Little Volcano","","1995 plume only","Klinkhammer et al. (1996) Hydrothermal and hydrographic surveys of the Bransfield Strait: Results from cruise NBP95-07. ANTARCTIC JOURNAL — REVIEW 1996: 92-94.","Klinkhammer, GP et al. (2001) Discovery of new hydrothermal vent sites in Bransfield Strait, Antarctica. EPSL 193(3): 395-407."
"25","Deception Island","Port Foster","Fumarole Bay, Telefon Bay, Pendulum Cove, Mound Zone, Stanley Patch (= Neptune submarine volcano)","active, confirmed",NA,"NotProvided",-62.95,-60.65,"Southern","Bransfield Strait","Antarctica",100,0,"back-arc spreading center",10,"active volcano located at the spreading centre of the Bransfield Strait backarc; Somoza et al. (2004): ""Temperatures as high as 107 C are recorded in beach interstitial waters close to the fumarole emissions (Villegas and Caselli, 1995; unpublished data of J.L.S.)""","see Bright et al. (2003)","1995 or earlier intertidal","(does not confirm subtidal activity) Rey, J. et al., 1995. Tectonic, volcanic and hydrothermal event sequence on Deception Island (Antarctica). Geo-Mar. Lett. 15: 1-8, doi:10.1007/BF01204491.","Klinkhammer et al. (1996) Hydrothermal and hydrographic surveys of the Bransfield Strait: Results from cruise NBP95-07. ANTARCTIC JOURNAL - REVIEW 1996: 92-94., Bright et al. (2003) A temperature-tolerant interstitial worm with associated epibiotic bacteria from the shallow water fumaroles of Deception Island, Antarctica. Deep Sea Research Part II 50(10-11): 1859-1871., Somoza et al. (2004) Evidence for hydrothermal venting and sediment volcanism discharged after recent short-lived volcanic eruptions at Deception Island, Bransfield Strait, Antarctica. Marine Geology 203: 119-140."
"26","Owen transform fault","Owen fracture zone","","inactive",NA,"NotApplicable",9.8333,57.95,"Indian","Carlsberg Ridge","high seas",4500,NA,"mid-ocean ridge",24.5,"Mn crusts on fresh basalt; from Wikipedia: ""Owen Transform Fault is used to denote the short section between the end of the Aden-Sheba ridge and the Carlsberg Ridge""; this position is southern part of Owen f.z. near Carlsberg Ridge; note: Sheba Ridge is eastern portion of Aden Ridge; Rona et al. (2005): ""Further CR hydrothermal evidence includes relict sulfide chimneys at 58E""","","NotProvided","[Rona et al., Preliminary reconnaissance of the Carlsberg Ridge, Northwestern Indian Ocean for hydrothermal mineralization, EOS, Trans. AGU 62, 914, 1981]","Rona et al. (2005) Carslberg Ridge and Mid-Atlantic Ridge: Slow-spreading Apparent Analogs. American Geophysical Union, Fall Meeting 2005, abstract #OS33A-1455."
"27","Carlsberg Ridge, CR2003","CR-2003","","active, inferred",NA,"",6.05,60.95,"Indian","Carlsberg Ridge","high seas",3500,NA,"mid-ocean ridge",27.7,"Rona et al. (2005): ""A 70 km-long, 1000 m-thick megaplume was detected in the water column up to 1400 m above the CR axial valley centered at 6.05N, 60.95E in August 2003, the first clear evidence of high-temperature hydrothermal activity on the CR""; Murton et al. (2006): ""the first evidence for an unusually large event plume that originated from the slow-spreading (3 cm/yr full-rate) Carlsberg Ridge in the NW Indian Ocean. At 70 km long, up to 4540 km3 in volume and with up to 24 × 10^16 J of excess heat, this event plume was substantially larger than previous ones and demonstrates that dispersion of hydrothermal heat and biological products from slow spreading ridges may be more significant and effective than hitherto imagined""; 2003 cruise website: http://www.classroomatsea.net/carlsberg/index.html; Kamesh Raju (2008): ""Prominent optical signatures indicative of an active hydrothermal field were noticed over the CR.  Further investigations are required to locate the origin of the identified plume.""","","2003 plume only; 2007 plume only","(plume only) Murton, B. et al. GRL, 33, L10608, doi: 10.1029/2006GL026048, 2006, Detection of an unusually large hydrothermal event plume above the slow-spreading Carlsberg Ridge: NW Indian Ocean, (plume only) Kamesh Raju, K.A. (2008) Recent cruise onboard R/V Sonne to the Carlsberg Ridge and the Andaman Sea. InterRidge News 17: 34-35.","Murton, B. J. et al. (2005) A mega-plume over the Carlsberg Ridge yields insights into volcanic events and hydrothermal processes, Abstract:S4-HP-19T, Workshop on Tectonic & Oceanic Processes along the Indian Ocean Ridge System. National Institute of Oceanography, Dona Paula, Goa 403 004 India, 19 - 21 January 2005, Murton, B. J. et al. (2005) A Huge Event-Plume Discovered Over the Carlsberg Ridge: The First Outside the Pacific Ocean, American Geophysical Union, Fall Meeting 2005, abstract #OS21C-03, Rona et al. (2005) Carslberg Ridge and Mid-Atlantic Ridge: Slow-spreading Apparent Analogs. American Geophysical Union, Fall Meeting 2005, abstract #OS33A-1455, Ray et al. (2008) Water-column geochemical anomalies associated with the remnants of a mega plume : A case study after CR-2003 hydrothermal event in Carlsberg Ridge, NW Indian Ocean. Current science 95: 355-360, Reed, C., Marine science: Boiling points. Nature 439, 905-907(2006), doi:10.1038/439905a."
"28","Carlsberg Ridge, 63 40'E","","","active, inferred",NA,"",3.7,63.6666,"Indian","Carlsberg Ridge","high seas",3500,NA,"mid-ocean ridge",30.2,"Ray et al. (2012): ""Prominent optical backscatter and thermal anomalies coupled with chemical (e.g., ΔE, 3He, Mn) signatures in seawater demonstrated the existence of hydrothermal sources on off-axis highs on the south wall of the Carlsberg Ridge. Pronounced backscatter anomalies and anomalous DMn concentrations suggest a high temperature hydrothermal source for the plume.""","","2007 plume only","Ray, D., K. A. Kamesh Raju, E. T. Baker, A. Srinivas Rao, A. V. Mudholkar, J. E. Lupton, L. Surya Prakash, R. B. Gawas, and T. Vijaya Kumar (2012), Hydrothermal plumes over the Carlsberg Ridge, Indian Ocean, Geochem. Geophys. Geosyst., 13, Q01009, doi:10.1029/2011GC003888.",""
"29","Carlsberg Ridge, 63 50'E","","","active, inferred",NA,"",3.6916,63.8333,"Indian","Carlsberg Ridge","high seas",3500,NA,"mid-ocean ridge",30.2,"Ray et al. (2012): ""Prominent optical backscatter and thermal anomalies coupled with chemical (e.g., ΔE, 3He, Mn) signatures in seawater demonstrated the existence of hydrothermal sources on off-axis highs on the south wall of the Carlsberg Ridge. Pronounced backscatter anomalies and anomalous DMn concentrations suggest a high temperature hydrothermal source for the plume."" ""The strength of the ΔE anomaly ensures that the corresponding seafloor source is on the 63°50′E promontory, distinct from the sources found near 63°40′E.""; this location is consistent with sulfide field A in Tao et al. (2013); China national update in 2013 InterRidge News: ""In the Carlsberg Ridge, a new hydrothermal vent was found and one sediment trap has been moored in the vicinity of this active hydrothermal vent to study the composition and sedimentation of hydrothermal plume particles""","","2009 plume only; 2012 plume and deposits","Ray, D., K. A. Kamesh Raju, E. T. Baker, A. Srinivas Rao, A. V. Mudholkar, J. E. Lupton, L. Surya Prakash, R. B. Gawas, and T. Vijaya Kumar (2012), Hydrothermal plumes over the Carlsberg Ridge, Indian Ocean, Geochem. Geophys. Geosyst., 13, Q01009, doi:10.1029/2011GC003888., Tao et al. (2013) New discovery of seafloor hydrothermal activity on the Indian Ocean Carlsberg Ridge and Southern North Atlantic Ridge - progress during the 26th Chinese COMRA cruise. Acta Oceanologica Sinica, 32, 85-88.",""
